,cement,blast furnace slag,fly ash,water,superplasticizer,coarse aggregate,fine aggregate,age,strength
0,2.476711702426229,-0.8564718244890963,-0.8467325968146493,-0.9163192506346022,-0.620147062966024,0.8627351348572738,-1.2170787967116323,-0.27959728738378287,79.99
1,2.476711702426229,-0.8564718244890963,-0.8467325968146493,-0.9163192506346022,-0.620147062966024,1.0556513691419007,-1.2170787967116323,-0.27959728738378287,61.89
2,0.49118669633634326,0.7951402197477667,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,3.551340479397315,40.27
3,0.49118669633634326,0.7951402197477667,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,5.055221007679151,41.05
4,-0.7900749822922626,0.6780785941562418,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.070492466061739,0.6475694400104625,4.976069400927475,44.3
5,-0.14513818513342738,0.46481781090039415,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-1.2919141774496428,0.7018826363369942,47.03
6,0.9457044688147508,0.24460287166881242,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,5.055221007679151,43.7
7,0.9457044688147508,0.24460287166881242,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,-0.27959728738378287,36.45
8,-0.14513818513342738,0.46481781090039415,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-1.2919141774496428,-0.27959728738378287,45.85
9,1.854740013771566,-0.8564718244890963,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,-0.27959728738378287,39.29
10,-0.7900749822922626,0.6780785941562418,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.070492466061739,0.6475694400104625,0.7018826363369942,38.07
11,-0.7900749822922626,0.6780785941562418,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.070492466061739,0.6475694400104625,-0.27959728738378287,28.02
12,1.4002222412931584,-0.30593447641014193,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,3.551340479397315,43.01
13,-0.8723666210988795,1.3456775678267212,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-1.2919141774496428,0.7018826363369942,42.33
14,0.2184760328492987,0.024387932437230673,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-1.2919141774496428,-0.27959728738378287,47.81
15,0.9457044688147508,-0.8564718244890963,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-1.2919141774496428,0.7018826363369942,52.91
16,-1.3546338996864953,1.5705286110421255,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.9527627108567663,0.41557975972262967,0.7018826363369942,39.36
17,0.5820902508320247,-0.4160419460259328,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-1.2919141774496428,5.055221007679151,56.14
18,0.9457044688147508,0.24460287166881242,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,0.7018826363369942,40.56
19,1.854740013771566,-0.8564718244890963,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,2.1266115578671547,42.62
20,1.4002222412931584,-0.30593447641014193,-0.8467325968146493,2.1744049451023,-1.0386382541022239,-0.52626175199204,-2.239829000131109,2.1266115578671547,41.84
21,-1.3546338996864953,1.5705286110421255,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.9527627108567663,0.41557975972262967,-0.27959728738378287,28.24
22,-1.3546338996864953,1.5705286110421255,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.9527627108567663,0.41557975972262967,-0.6753553211421608,8.06
23,-1.3546338996864953,1.5705286110421255,-0.8467325968146493,0.48855538379126245,-1.0386382541022239,0.9527627108567663,0.41557975972262967,2.1266115578671547,44.21
